transcript_ID	uniprotID																																																																									
Phel_contig_107	Q15485	Ficolin-2	(37	kDa	elastin-binding	protein)	(Collagen/fibrinogen	domain-containing	protein	2)	(EBP-37)	(Ficolin-B)	(Ficolin-beta)	(Hucolin)	(L-ficolin)	(Serum	lectin	p35)	2.00E-56	Homo	sapiens	(Human)	6706.184534	2.508337636	0.661590298	3.791376088	0.000149815	0.002109292																																														
Phel_contig_10702	Q9QX47	Protein	SON	(Negative	regulatory	element-binding	protein)	(NRE-binding	protein)	9.00E-39	Mus	musculus	(Mouse)	226.3535877	-1.503263839	0.407929997	-3.685102471	0.000228611	0.002973174																																																							
Phel_contig_10714	Q96PB1	CAS1	domain-containing	protein	1	0	Homo	sapiens	(Human)	916.5261558	-1.326668044	0.457122376	-2.902216376	0.003705325	0.025992507																																																											
Phel_contig_1074	Q6NZJ6	Eukaryotic	translation	initiation	factor	4	gamma	1	(eIF-4-gamma	1)	(eIF-4G	1)	(eIF-4G1)	3.00E-123	Mus	musculus	(Mouse)	1939.312513	1.482877833	0.509552434	2.910157492	0.003612467	0.025463657																																																			
Phel_contig_10750	Q6P886	Lariat	debranching	enzyme	(EC	3.1.-.-)	8.00E-16	Xenopus	tropicalis	(Western	clawed	frog)	(Silurana	tropicalis)	36.92016156	-1.564780075	0.569096205	-2.749587965	0.005967024	0.037397959																																																						
Phel_contig_10765	Q689D1	Toll-like	receptor	2	(CD	antigen	CD282)	6.00E-24	Canis	familiaris	(Dog)	(Canis	lupus	familiaris)	25.6424823	5.059410821	0.807520662	6.265363919	3.72E-10	2.88E-08																																																						
Phel_contig_1077	A2AVA0	"Sushi,"	von	Willebrand	factor	type	"A,"	EGF	and	pentraxin	domain-containing	protein	1	(Polydom)	7.00E-45	Mus	musculus	(Mouse)	1569.372913	1.608941924	0.361659261	4.448778443	8.64E-06	0.000195407																																																		
Phel_contig_10782	Q9NYB5	Solute	carrier	organic	anion	transporter	family	member	1C1	(Organic	anion	transporter	F)	(OATP-F)	(Organic	anion	transporter	polypeptide-related	protein	5)	(OAT-RP-5)	(OATPRP5)	(Organic	anion-transporting	polypeptide	14)	(OATP-14)	(Solute	carrier	family	21	member	14)	(Thyroxine	transporter)	1.00E-104	Homo	sapiens	(Human)	88.7477968	4.655739295	0.734306125	6.340324742	2.29E-10	1.85E-08																													
Phel_contig_10792	Q95R48	Organic	cation	transporter-like	protein	2.00E-83	Drosophila	melanogaster	(Fruit	fly)	27.89698218	-1.983634566	0.638652231	-3.105969838	0.001896561	0.0156629																																																										
Phel_contig_10803	Q9DFZ4	Protein	Churchill	6.00E-30	Xenopus	laevis	(African	clawed	frog)	112.5760421	-1.434441093	0.506930345	-2.829661131	0.004659733	0.03107557																																																											
Phel_contig_1085	P48601	26S	protease	regulatory	subunit	4	(P26s4)	0	Drosophila	melanogaster	(Fruit	fly)	147.600577	1.649913866	0.458886056	3.595476142	0.000323799	0.003901597																																																								
Phel_contig_10888	Q32KI9	Arylsulfatase	I	(ASI)	(EC	3.1.6.-)	9.00E-131	Mus	musculus	(Mouse)	90.53206263	-2.892692775	0.511441894	-5.655955853	1.55E-08	7.84E-07																																																										
Phel_contig_10959	Q68CZ1	Protein	fantom	(Nephrocystin-8)	(RPGR-interacting	protein	1-like	protein)	(RPGRIP1-like	protein)	3.00E-102	Homo	sapiens	(Human)	24.73829648	-2.173949957	0.697404887	-3.117199203	0.001825782	0.015198036																																																						
Phel_contig_10981	O60285	NUAK	family	SNF1-like	kinase	1	(EC	2.7.11.1)	(AMPK-related	protein	kinase	5)	(ARK5)	(Omphalocele	kinase	1)	5.00E-97	Homo	sapiens	(Human)	61.81629452	3.211399969	0.710040648	4.522839613	6.10E-06	0.0001433																																																
Phel_contig_11	Q96RW7	Hemicentin-1	(Fibulin-6)	(FIBL-6)	2.00E-16	Homo	sapiens	(Human)	5709.292037	2.897861722	0.525843335	5.510884195	3.57E-08	1.64E-06																																																												
Phel_contig_11006	P10809	60	kDa	heat	shock	"protein,"	mitochondrial	(60	kDa	chaperonin)	(Chaperonin	60)	(CPN60)	(Heat	shock	protein	60)	(HSP-60)	(Hsp60)	(HuCHA60)	(Mitochondrial	matrix	protein	P1)	(P60	lymphocyte	protein)	0	Homo	sapiens	(Human)	56.15737399	3.590607427	0.617458483	5.815139847	6.06E-09	3.41E-07																																					
Phel_contig_11010	P32303	Type-1	angiotensin	II	receptor	A	(xAT)	(Angiotensin	2	"receptor,"	type	1-A)	(Angiotensin	II	"receptor,"	type	1-A)	8.00E-06	Xenopus	laevis	(African	clawed	frog)	16.42344338	2.390497765	0.8489896	2.815697349	0.004867149	0.032171322																																													
Phel_contig_11036	Q3UDK1	TRAF-type	zinc	finger	domain-containing	protein	1	(Protein	FLN29)	5.00E-32	Mus	musculus	(Mouse)	78.17171536	1.622192105	0.539433346	3.007215099	0.002636531	0.020032087																																																							
Phel_contig_11063	P61082	NEDD8-conjugating	enzyme	Ubc12	(EC	6.3.2.-)	(NEDD8	carrier	protein)	(NEDD8	protein	ligase)	(Ubiquitin-conjugating	enzyme	E2	M)	4.00E-109	Mus	musculus	(Mouse)	30.38740245	2.003633197	0.607796582	3.296552263	0.000978794	0.009369941																																																
Phel_contig_11101	Q9Y6H1	Coiled-coil-helix-coiled-coil-helix	domain-containing	protein	"2,"	mitochondrial	(Aging-associated	gene	10	protein)	(HCV	NS2	trans-regulated	protein)	(NS2TP)	5.00E-20	Homo	sapiens	(Human)	104.9356419	1.430051912	0.513066531	2.787264081	0.005315514	0.034523739																																																	
Phel_contig_1112	Q61824	Disintegrin	and	metalloproteinase	domain-containing	protein	12	(ADAM	12)	(EC	3.4.24.-)	(Meltrin-alpha)	1.00E-151	Mus	musculus	(Mouse)	1661.229699	4.167059881	0.541475833	7.695744908	1.41E-14	2.40E-12																																																				
Phel_contig_1117	O14807	Ras-related	protein	M-Ras	(Ras-related	protein	R-Ras3)	4.00E-75	Homo	sapiens	(Human)	3191.255787	1.623642873	0.333947871	4.861965043	1.16E-06	3.53E-05																																																									
Phel_contig_11189	P30937	Somatostatin	receptor	type	4	(SS-4-R)	(SS4-R)	(SS4R)	3.00E-22	Rattus	norvegicus	(Rat)	88.15966044	2.48261114	0.456073614	5.443443917	5.23E-08	2.32E-06																																																								
Phel_contig_11219	Q9V3D2	Coproporphyrinogen-III	oxidase	(COX)	(Coprogen	oxidase)	(Coproporphyrinogenase)	(EC	1.3.3.3)	2.00E-65	Drosophila	melanogaster	(Fruit	fly)	44.9909079	-1.626914954	0.545773899	-2.980932137	0.002873725	0.021398774																																																						
Phel_contig_1122	Q496A3	Spermatogenesis-associated	serine-rich	protein	1	6.00E-07	Homo	sapiens	(Human)	71.6716171	1.493750448	0.423179485	3.529827176	0.000415831	0.004789579																																																											
Phel_contig_11243	Q7Z2H8	Proton-coupled	amino	acid	transporter	1	(Proton/amino	acid	transporter	1)	(hPAT1)	(Solute	carrier	family	36	member	1)	2.00E-44	Homo	sapiens	(Human)	106.3724012	-1.340452047	0.474979594	-2.822125548	0.00477065	0.031688236																																															
Phel_contig_11257	B8DBZ5	Demethylmenaquinone	methyltransferase	(EC	2.1.1.163)	(Menaquinone	biosynthesis	C-methyltransferase	UbiE)	2.00E-11	Listeria	monocytogenes	serotype	4a	(strain	HCC23)	121.7565273	-1.21992782	0.439947628	-2.772893275	0.005556034	0.035668651																																																				
Phel_contig_11259	Q6PE15	Mycophenolic	acid	acyl-glucuronide	"esterase,"	mitochondrial	(EC	3.1.1.93)	(Alpha/beta	hydrolase	domain-containing	protein	10)	(Abhydrolase	domain-containing	protein	10)	3.00E-20	Mus	musculus	(Mouse)	54.26108061	-1.598481248	0.552171939	-2.894897647	0.003792822	0.026484929																																															
Phel_contig_1127	Q8JGT4	Netrin	receptor	UNC5B	(Protein	Xunc-5)	(Protein	unc-5	homolog)	3.00E-06	Xenopus	laevis	(African	clawed	frog)	286.6098382	-1.18309692	0.404717561	-2.923265589	0.003463809	0.024662688																																																					
Phel_contig_1128	O15072	A	disintegrin	and	metalloproteinase	with	thrombospondin	motifs	3	(ADAM-TS	3)	(ADAM-TS3)	(ADAMTS-3)	(EC	3.4.24.-)	(Procollagen	II	N-proteinase)	(PC	II-NP)	(Procollagen	II	amino	propeptide-processing	enzyme)	0	Homo	sapiens	(Human)	1013.912442	3.785493928	0.526642477	7.187976838	6.58E-13	8.00E-11																																							
Phel_contig_11378	Q7ZUX3	WD	repeat	domain	phosphoinositide-interacting	protein	4	(WIPI-4)	(WD	repeat-containing	protein	45)	3.00E-101	Danio	rerio	(Zebrafish)	(Brachydanio	rerio)	66.84101569	-1.450486351	0.47172427	-3.074860556	0.00210601	0.016892076																																																		
Phel_contig_11386	O15027	Protein	transport	protein	Sec16A	(SEC16	homolog	A)	8.00E-145	Homo	sapiens	(Human)	34.4164928	1.897813338	0.630562956	3.009712702	0.002614949	0.019896032																																																								
Phel_contig_11415	Q8BZM1	Glomulin	(FK506-binding	protein-associated	protein)	(FAP)	(FKBP-associated	protein)	3.00E-52	Mus	musculus	(Mouse)	180.3745095	-1.980203935	0.686060431	-2.886340395	0.003897504	0.027125036																																																								
Phel_contig_11424	Q5R5C9	Saccharopine	dehydrogenase-like	oxidoreductase	(EC	1.-.-.-)	1.00E-140	Pongo	abelii	(Sumatran	orangutan)	(Pongo	pygmaeus	abelii)	269.1574858	-2.269593358	0.382761157	-5.929528947	3.04E-09	1.83E-07																																																						
Phel_contig_11435	Q49B93	Sodium-coupled	monocarboxylate	transporter	2	(Electroneutral	sodium	monocarboxylate	cotransporter)	(Low-affinity	sodium-lactate	cotransporter)	(Solute	carrier	family	5	member	12)	2.00E-29	Mus	musculus	(Mouse)	69.7125472	-1.911391389	0.580461502	-3.29288227	0.00099166	0.009451322																																														
Phel_contig_11436	Q9QXA6	"B(0,+)-type"	amino	acid	transporter	1	"(B(0,+)AT)"	(Glycoprotein-associated	amino	acid	transporter	"b0,+AT1)"	(Solute	carrier	family	7	member	9)	4.00E-06	Mus	musculus	(Mouse)	5.976748183	3.390012147	1.172935924	2.890193809	0.003850044	0.026823954																																														
Phel_contig_11439	Q99536	Synaptic	vesicle	membrane	protein	VAT-1	homolog	(EC	1.-.-.-)	2.00E-124	Homo	sapiens	(Human)	32.98253553	-2.265817096	0.647221364	-3.500837925	0.000463798	0.005219895																																																							
Phel_contig_11488	Q9UGM3	Deleted	in	malignant	brain	tumors	1	protein	(Glycoprotein	340)	(Gp-340)	(Hensin)	(Salivary	agglutinin)	(SAG)	(Surfactant	pulmonary-associated	D-binding	protein)	2.00E-45	Homo	sapiens	(Human)	156.4146203	-2.222603229	0.51761547	-4.293927363	1.76E-05	0.000355912																																													
Phel_contig_11508	Q9Y4P3	Transducin	beta-like	protein	2	(WS	beta-transducin	repeats	protein)	(WS-betaTRP)	(Williams-Beuren	syndrome	chromosomal	region	13	protein)	8.00E-124	Homo	sapiens	(Human)	234.2005665	-1.814889726	0.556098216	-3.263613647	0.001100011	0.010240597																																																
Phel_contig_11551	Q96P48	Arf-GAP	with	Rho-GAP	"domain,"	ANK	repeat	and	PH	domain-containing	protein	1	(Centaurin-delta-2)	(Cnt-d2)	5.00E-90	Homo	sapiens	(Human)	204.2824144	1.433684732	0.519915395	2.757534679	0.005823904	0.036831427																																																		
Phel_contig_1157	Q8BG30	Negative	elongation	factor	A	(NELF-A)	(Wolf-Hirschhorn	syndrome	candidate	2	homolog)	(mWHSC2)	7.00E-37	Mus	musculus	(Mouse)	141.0704792	-1.418022537	0.462359069	-3.066929219	0.002162701	0.017236334																																																				
Phel_contig_1159	O32164	Probable	cysteine	desulfurase	(EC	2.8.1.7)	1.00E-15	Bacillus	subtilis	(strain	168)	153.0094962	2.561336164	0.660286915	3.879126036	0.000104832	0.001562313																																																									
Phel_contig_11604	Q29RI0	Chaperone	activity	of	bc1	"complex-like,"	mitochondrial	(Chaperone-ABC1-like)	(EC	2.7.11.-)	(aarF	domain-containing	protein	kinase	3)	2.00E-177	Bos	taurus	(Bovine)	79.54876914	-1.385782456	0.527391537	-2.62761603	0.008598551	0.049440528																																																	
Phel_contig_11643	A5GFY8	D-3-phosphoglycerate	dehydrogenase	(3-PGDH)	(EC	1.1.1.95)	6.00E-174	Sus	scrofa	(Pig)	507.2701154	-2.827426888	0.466002228	-6.067410665	1.30E-09	8.51E-08																																																										
Phel_contig_11649	Q9JJ46	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	(EC	5.3.3.5)	(Cholestenol	Delta-isomerase)	(Delta(8)-Delta(7)	sterol	isomerase)	(D8-D7	sterol	isomerase)	(Emopamil-binding	protein)	(Sterol	8-isomerase)	3.00E-38	Rattus	norvegicus	(Rat)	12.35027185	5.816778235	0.985208218	5.904110553	3.55E-09	2.09E-07																																																
Phel_contig_11679	P21328	RNA-directed	DNA	polymerase	from	mobile	element	jockey	(EC	2.7.7.49)	(Reverse	transcriptase)	6.00E-32	Drosophila	melanogaster	(Fruit	fly)	71.83405435	-2.225049142	0.715144277	-3.111329017	0.001862473	0.015410772																																																			
Phel_contig_1171	P13280	Glycogenin-1	(GN-1)	(GN1)	(EC	2.4.1.186)	4.00E-114	Oryctolagus	cuniculus	(Rabbit)	70.31820409	2.008232023	0.609365599	3.295611085	0.000982079	0.009393079																																																										
Phel_contig_11724	Q866N2	Myocilin	(Trabecular	meshwork-induced	glucocorticoid	response	protein)	1.00E-36	Oryctolagus	cuniculus	(Rabbit)	54.12972722	-3.184904556	0.750169838	-4.245577992	2.18E-05	0.00042305																																																									
Phel_contig_11764	Q6DDK2	Fatty	acid	desaturase	2	(EC	1.14.19.-)	(Delta(6)	fatty	acid	desaturase)	(D6D)	(Delta(6)	desaturase)	(Delta-6	desaturase)	2.00E-90	Xenopus	laevis	(African	clawed	frog)	58.28655857	-2.42157703	0.628948698	-3.850198021	0.000118022	0.001729131																																														
Phel_contig_11821	P13934	Late	embryogenesis	abundant	protein	76	(LEA	76)	8.00E-07	Brassica	napus	(Rape)	59.32407444	-3.662177728	0.729330645	-5.021285963	5.13E-07	1.72E-05																																																								
Phel_contig_11874	Q54HH2	Probable	serine	racemase	(EC	4.3.1.17)	(EC	4.3.1.18)	(EC	5.1.1.18)	(D-serine	ammonia-lyase)	(D-serine	dehydratase)	(L-serine	ammonia-lyase)	(L-serine	dehydratase)	2.00E-38	Dictyostelium	discoideum	(Slime	mold)	13.51775489	5.45606076	0.984843454	5.540028457	3.02E-08	1.42E-06																																													
Phel_contig_119	C3XVT5	Lissencephaly-1	homolog	0	Branchiostoma	floridae	(Florida	lancelet)	(Amphioxus)	3180.81628	0.993694138	0.320393463	3.10148069	0.001925554	0.015829899																																																											
Phel_contig_11919	Q16983	Diuretic	hormone	receptor	(DH-R)	3.00E-12	Acheta	domesticus	(House	cricket)	78.25993879	-2.227139787	0.725435604	-3.070072348	0.002140069	0.017116826																																																										
Phel_contig_11948	Q0D4Z6	Probable	indole-3-acetic	acid-amido	synthetase	GH3.8	(EC	6.3.2.-)	(Auxin-responsive	GH3-like	protein	8)	(OsGH3-8)	1.00E-40	Oryza	sativa	subsp.	japonica	(Rice)	54.64354923	-1.759311178	0.512530415	-3.432598585	0.000597826	0.006389603																																																	
Phel_contig_1197	Q9BX84	Transient	receptor	potential	cation	channel	subfamily	M	member	6	(EC	2.7.11.1)	(Channel	kinase	2)	(Melastatin-related	TRP	cation	channel	6)	7.00E-98	Homo	sapiens	(Human)	4179.569527	-1.587743334	0.376512013	-4.216979218	2.48E-05	0.000472874																																												
Phel_contig_1199	F7J220	Scavenger	receptor	cysteine-rich	domain	superfamily	protein	(ApSRCR1)	0	Patiria	pectinifera	(Starfish)	(Asterina	pectinifera)	2773.281087	1.22675283	0.382743562	3.205156017	0.001349893	0.011984658																																																						
Phel_contig_12	Q9W4K2	Uncharacterized	protein	CG3556	1.00E-16	Drosophila	melanogaster	(Fruit	fly)	5532.570136	3.763592007	0.552461252	6.812409002	9.60E-12	1.00E-09																																																											
Phel_contig_120	Q6EE31	T-complex	protein	1	subunit	theta	(TCP-1-theta)	(CCT-theta)	0	Gallus	gallus	(Chicken)	94.10983355	3.00317346	0.659318531	4.554965952	5.24E-06	0.000125641																																																								
Phel_contig_12042	Q99J23	GH3	domain-containing	protein	8.00E-13	Mus	musculus	(Mouse)	30.71879277	-3.04797845	0.682695144	-4.464625943	8.02E-06	0.000183404																																																												
Phel_contig_12050	Q52N47	Integral	membrane	protein	2B	(Immature	BRI2)	(imBRI2)	(Transmembrane	protein	BRI)	(Bri)	[Cleaved	into:	"BRI2,"	membrane	form	(Mature	BRI2)	(mBRI2);	BRI2	intracellular	domain	(BRI2	ICD);	"BRI2C,"	soluble	form;	Bri23	peptide	(Bri2-23)	(ABri23)	(C-terminal	peptide)	(P23	peptide)]	7.00E-13	Sus	scrofa	(Pig)	107.8762278	-1.867864725	0.442426114	-4.221868161	2.42E-05	0.000465111																												
Phel_contig_12053	Q5EB73	Transmembrane	protein	246	9.00E-41	Rattus	norvegicus	(Rat)	119.8409075	-3.489151599	0.480333477	-7.264019193	3.76E-13	4.99E-11																																																												
Phel_contig_12057	P42694	Probable	helicase	with	zinc	finger	domain	(EC	3.6.4.-)	(Down-regulated	in	human	cancers	protein)	2.00E-16	Homo	sapiens	(Human)	9.697381992	3.249873232	0.964700457	3.36878998	0.000754989	0.007646651																																																		
Phel_contig_1207	P01130	Low-density	lipoprotein	receptor	(LDL	receptor)	6.00E-08	Homo	sapiens	(Human)	1065.109073	7.387322884	0.818820408	9.021908599	1.85E-19	7.15E-17																																																										
Phel_contig_12085	Q8BZ20	Poly	[ADP-ribose]	polymerase	12	(PARP-12)	(EC	2.4.2.30)	(ADP-ribosyltransferase	diphtheria	toxin-like	12)	(ARTD12)	(Zinc	finger	CCCH	domain-containing	protein	1)	4.00E-79	Mus	musculus	(Mouse)	196.8256763	1.538403409	0.572694219	2.686256222	0.007225765	0.043402698																																													
