gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
63	g23103.t1	92.0569298969748	-2.0101479689448	0.480530029326719	-4.18318907511619	2.874481313069e-05	0.0136891012932097	sp	P22105	TENX_HUMAN	32.897	687	322	40	73	1977	148	747	1.22e-30	133
64	g9984.t1	123.202172074197	2.87197244246543	0.697112094312988	4.11981439698847	3.7917771321596e-05	0.0162078334275883	sp	P16446	PIPNA_RAT	37.453	267	151	8	64	822	2	266	1.73e-47	162
65	g15793.t1	37.2294694853067	2.24495497155512	0.464396870762554	4.83413027281781	1.33728995133535e-06	0.00202635899171433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	g4208.t3	25.8784558872026	7.19391284471977	1.6588213056488	4.33676178393794	1.4459718775096e-05	0.00870118154051947	sp	O43166	SI1L1_HUMAN	48.652	927	382	16	685	3372	172	1035	0	832
67	g6492.t1	125.575907852071	-1.18755352606627	0.292107144454661	-4.06547237412946	4.79352724775591e-05	0.0171956983126439	sp	Q6FHJ7	SFRP4_HUMAN	39.86	286	127	8	13	747	1	282	1.64e-56	189
68	g14455.t1	204.42438856783	3.857101332278	0.870706767278012	4.42985110169294	9.42981731276611e-06	0.00714437249859934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	g10014.t1	70.0208623229356	-1.87366191070766	0.417110610691021	-4.49200251128493	7.05565914355353e-06	0.00634227060166189	sp	Q07537	GALT1_BOVIN	54.344	587	226	9	22	1764	7	557	0	653
70	g6847.t1	366.382821038441	-0.597904727908508	0.153655538522273	-3.89120192905927	9.97488742929274e-05	0.0272559710936805	sp	Q9UPU7	TBD2B_HUMAN	35.455	990	535	15	256	3126	33	951	0	566
71	g11899.t1	185.133834404239	2.11700961723649	0.421833010043244	5.01859638016349	5.20503781624589e-07	0.00123939386173124	sp	Q8VI93	OAS3_MOUSE	25.963	701	425	24	4	1965	452	1105	4.65e-43	171
72	g239.t1	52.7913351128678	5.93200599091028	1.39574074834605	4.2500772424533	2.13696809506448e-05	0.0114899949059789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	g24155.t1	19.2927689834803	4.25580078291238	1.08656257808293	3.91675626305948	8.97484060920917e-05	0.0262443233814559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	g10615.t1	170.646434129142	-0.627277747541628	0.143291219122761	-4.37764261747418	1.19969857132639e-05	0.00833190657786177	sp	Q19AZ8	THRB_PIG	38.756	209	113	7	472	1056	376	583	1.92e-32	136
75	g8977.t1	35.8834965618231	3.73178881468324	0.909562776951346	4.10283809897253	4.08112841033997e-05	0.0163414682235811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	g11872.t1	182.904584377181	-2.15141948232633	0.525335440245564	-4.09532522938233	4.21576154076067e-05	0.0163414682235811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	g16133.t1	24.7591902234209	1.61528385118894	0.431405966587936	3.74423159689816	0.000180946691125024	0.0404820738207224	sp	Q9QX29	TRPC5_MOUSE	32.432	370	185	11	1069	2103	468	797	5.67e-50	192
78	g16133.t1	24.7591902234209	1.61528385118894	0.431405966587936	3.74423159689816	0.000180946691125024	0.0404820738207224	sp	Q9QX29	TRPC5_MOUSE	34.025	241	148	4	1	723	230	459	4.54e-26	118
79	g22445.t1	370.127458610073	-0.756597824440902	0.186379202922514	-4.05945412673244	4.9187569621058e-05	0.0171956983126439	sp	A2RT67	DEND3_MOUSE	31.226	1313	744	38	331	3966	11	1265	4.46e-177	566
80	g7540.t1	24.5944148917141	3.06816531672613	0.75089290442929	4.08602251882786	4.38831209947302e-05	0.016623724107731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	g23100.t1	274.396459965022	-2.04407353530166	0.491083220411086	-4.16237706837259	3.14951705810249e-05	0.0145822639790145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	g7857.t1	2830.91772950855	-2.50425662020123	0.596662067751811	-4.19711048439384	2.70342067289361e-05	0.0132872174172275	sp	P42577	FRIS_LYMST	46.341	164	52	1	28	411	7	170	1.02e-46	152
83	g6502.t1	401.446186619455	5.47452862884159	1.16575135557892	4.69613747617981	2.65127135227602e-06	0.00315652792140976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	g4391.t1	152.44974024985	2.63769835886465	0.689095039604509	3.82777150794541	0.000129308710800527	0.032168919277958	sp	Q5REC2	NEC2_PONAB	64.342	631	198	4	31	1923	10	613	0	796
85	g5197.t1	26.7148103412181	-2.71333589153761	0.674564719350064	-4.02235073033746	5.76201707667268e-05	0.0187522541679183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	g12333.t1	32.4493465234681	5.17046213962613	1.20414418426945	4.29388955838625	1.75569835103568e-05	0.00996742813646791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	g5031.t2	60.1175598106111	-1.34909955289616	0.345726358479398	-3.90221780841321	9.53153290119798e-05	0.0269273882029098	sp	Q0VC16	TGO1_BOVIN	28.962	549	332	11	196	1722	1157	1687	3.34e-44	174
88	g11890.t1	413.92658926072	2.84720446582229	0.729337870591175	3.90382095957042	9.46858378968116e-05	0.0269273882029098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	g10608.t1	571.510404553486	5.44397222293254	1.10476493531297	4.92771996007486	8.3194741201955e-07	0.00164149867469154	sp	Q8WPD0	LECG_PATPE	37.838	148	85	4	460	897	26	168	2.05e-26	105
90	g21236.t1	173.030604047376	5.8322569365682	1.34496791785277	4.33635394506609	1.44865608111485e-05	0.00870118154051947	sp	Q95218	DMBT1_RABIT	42.92	226	121	3	397	1062	701	922	3.59e-46	172
91	g21236.t1	173.030604047376	5.8322569365682	1.34496791785277	4.33635394506609	1.44865608111485e-05	0.00870118154051947	sp	Q95218	DMBT1_RABIT	37.975	237	119	2	442	1071	192	427	3.46e-39	152
92	g21236.t1	173.030604047376	5.8322569365682	1.34496791785277	4.33635394506609	1.44865608111485e-05	0.00870118154051947	sp	Q95218	DMBT1_RABIT	37.19	242	116	2	442	1062	53	293	9.97e-38	147
93	g21236.t1	173.030604047376	5.8322569365682	1.34496791785277	4.33635394506609	1.44865608111485e-05	0.00870118154051947	sp	Q95218	DMBT1_RABIT	36.709	237	119	3	442	1071	323	555	7.63e-35	139
94	g21236.t1	173.030604047376	5.8322569365682	1.34496791785277	4.33635394506609	1.44865608111485e-05	0.00870118154051947	sp	Q95218	DMBT1_RABIT	37.069	232	115	3	442	1056	454	681	6.11e-34	136
95	g23281.t1	22.1116383133203	-22.6576374288232	3.1029875163159	-7.30187837034035	2.8377775041629e-13	3.07097201229622e-09	sp	Q8CEE6	PASK_MOUSE	49.747	396	192	4	2821	4002	935	1325	4.1e-115	397
96	g23281.t1	22.1116383133203	-22.6576374288232	3.1029875163159	-7.30187837034035	2.8377775041629e-13	3.07097201229622e-09	sp	Q8CEE6	PASK_MOUSE	42.857	308	162	2	505	1428	107	400	4.13e-70	263
97	g14901.t1	19.3672351350849	7.07189698528236	1.75182217737838	4.03688061300006	5.41666157749787e-05	0.0184254928925989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	g17338.t1	65.6995099766749	2.80918706617376	0.745881024825515	3.76626696842289	0.000165706602753985	0.0383610785375476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	g7003.t1	39.3237428370599	-4.09371048914943	0.975499305815946	-4.19652834680931	2.71037552307257e-05	0.0132872174172275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	g23104.t1	464.992714362935	-2.02341062441292	0.453905699448364	-4.45777752267043	8.28137853005924e-06	0.00657304844471559	sp	Q29116	TENA_PIG	30.396	556	293	28	67	1611	185	687	4.62e-27	125
101	g1748.t1	228.603536853458	-1.6648762964493	0.379781972137753	-4.38376863198083	1.16643655658791e-05	0.00833190657786177	sp	Q06806	TIE1_MOUSE	46.333	300	148	4	2776	3648	832	1127	4.9e-77	281
102	g1748.t1	228.603536853458	-1.6648762964493	0.379781972137753	-4.38376863198083	1.16643655658791e-05	0.00833190657786177	sp	Q06806	TIE1_MOUSE	31.387	274	153	12	316	1107	96	344	1.5e-31	138
103	g13571.t1	33.7503113788369	4.35593425378856	1.08289072704568	4.02250582168372	5.75822304771176e-05	0.0187522541679183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	g23378.t1	77.6138604462211	7.60557729287655	1.32430600936607	5.74306636010604	9.29772680426704e-09	5.16581701245077e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
